published_at,keywords,entertainment,politics,finance
"","[donald trump, u.s. news, international news, hate speech, us politics, hispanophone, lou correa]",0,0,0
"",[video],0,0,0
"","[weddings, brides, bridal, wedding planning, wedding]",0,0,0
"","[alan rickman dead, alan rickman dies, alan rickman, alan rickman theater, alan rickman plays, theater]",0,0,0
"","[sex, relationships, trust, love & sex, women's empowerment, men, weddings]",0,0,0
"","[diabetes, healthy living, physiology, brains, health, sugar, science, nutrition, healthcare, medicine]",0,0,0
"","[zoo keeper killed tiger, palm beach zoo tiger dead, palm beach zoo tiger killed, tiger kills zoo florida, tiger kills zoo palm beach]",0,0,0
"","[clinton emails, nixon, bob woodard]",0,0,0
"","[\"\" regarding megyn kelly after her forceful questioning of him]",0,0,0
"","[most expensive homes on zillow, luxury listings, luxury homes, expensive homes]",0,0,0
"","[mental health, social media, opinary poll, wellness, pandemic, uncertainty, loneliness covid-19]",0,0,0
"",[arts and entertainment],0,0,0
"","[pinterest, pinterest inspiration, online shopping, pinterest fashion, pinterest trends, shopping hacks]",0,0,0
"","[business, social networking, women's empowerment]",0,0,0
"","[healthy living, new year's resolutions, gym, fitness and exercise, crossfit, crossfit-exercise, losing weight]",0,0,0
"","[voices, selena quintanilla, paving the way]",0,0,0
"","[iran, canada, homa hoodfar, iranian jail]",0,0,0
"","[men's health, healthy living, lifestyle, health, habits, healthy habits, healthy lifestyle, women's health, sleep + wellness]",0,0,0
"","[the witch community and the lgbt community are very friendly toward one another.\"\"\"]",0,0,0
"","[huffpost now news, hpvideoteamhuffpostnownews, elections, trump, attorney general, barr, rig]",0,0,0
"",[as she has with other progressive issues],0,0,0
"","[healthy living, healthy living spirit, mark-hyman-md, healthy eating, healthy living body, healthy-living-mind]",0,0,0
"","[health, health news, women's health, healthy living news, stroke, stroke risk]",0,0,0
"","[kim davis, gay marriage, kentucky, voices, queer issues lgbt issues, gay issues lgbt issues, same sex marriage, marriage equality]",0,0,0
"","[oprah, shooting, paris, good news, inspiring stories]",0,0,0
"","[hillary clinton, post50 celebrities, fifty, video, bill clinton granddaughter, grandparenting, president clinton, chelsea clinton, charlotte clinton mezvinsky, the clintons, bill clinton]",0,0,0
"","[good news, love, self-love, fear]",0,0,0
"","[parties, young people, world news, social distancing, coronavirus, second wave, covid-19]",0,0,0
"","[alzheimers research, neurological disorders, autism research, science, neuroscience, neuroscience research]",0,0,0
"",[and so there will be fewer jobs for people. besides],0,0,0
"","[leonardo dicaprio, martin scorsese, h.h. holmes, the devil in the white city, leonardo dicaprio serial killer, devil in the white city dicaprio, leonardo dicaprio scorsese]",0,0,0
"","[\"\" to me and the tummy.\"]",0,0,0
"","[china, japan, world news, philippines, beijing, wuhan, hubei]",0,0,0
"","[u.s. news, hate speech, christopher columbus, the american prospect, progressivism in the united states]",0,0,0
"","[war against isis, politics, islamic state, middle east, obama isis, isis]",0,1,0
"","[wallet and a trash bag\"\" to help clean up the eternal city.\"]",0,0,0
"","[real simple for folks in the media who find this conversation very confusing.\"\"\"]",0,0,0
"","[business, stock market, trading, stocks, finance, penny stocks]",0,0,1
"","[u.s. news, legal issues, drugs, drug war, colombia, drug enforcement administration, carlos toro]",0,0,0
"","[viseral fat, subcutaneous fat, body fat, healthy living, healthy living news]",0,0,0
"","[personal finance, money, new year's resolutions, saving money, investing]",0,0,0
"","[balkans, eastern europe, refugee crisis, charity, refugees, political activism, arts]",0,0,0
"","[donald trump billboard, cards against humanity trump]",0,0,0
"","[channing tatum, jake johnson, jonah hill, 21 jump street, 22 jump street, gross things]",0,0,0
"","[common core, education, collaboration, parents, teachers, middle school]",0,0,0
"","[gun control, gun violence, domestic violence, chris christie, everytown for gun safety, americans for responsible solutions, gabrielle giffords, christie 2016, gabriela mosquera, domestic violence guns]",0,0,0
"","[shoppable, shopping, finds seo, finds beauty, finds freelance, style and beauty, finds skin care]",0,0,0
"","[technology, light, invisibility cloak, science, engineering]",0,0,0
"","[parenting advice, parents, teens and social media, parent advice, sexting]",0,0,0
"","[lawsuit, public schools, education, politics, phil bryant, 2015 elections, mississippi, public education, economy]",0,1,0
"","[hillary clinton, sexism, politics, women, feminism, twitter]",0,1,0
"","[\"\" along with \"\"beauty is a wound]",0,0,0
"","[druze, israel, syria, middle east]",0,0,0
"","[u.s. news, international news, greece, trains, athens, athens news agency]",0,0,0
"","[hillary clinton, lgbt issues, hillary clinton 2016, lgbt rights, new york, new york city, cher, gay icons, barbra streisand]",0,0,0
"","[business, giving back, impact, dream, holidays, inspiration, giving]",0,0,0
"","[afghanistan, war in afghanistan, afghanistan war, kunduz afghanistan, taliban, afghan taliban]",0,0,0
"","[britain, great britain, india, africa, lgbt, cyprus, australia, lgbt rights, queer voices]",0,0,0
"","[nlrb, business, labor day, unions, workers, employees, labor]",0,0,0
"",[education],0,0,0
"","[health care reform, politics, health care, obamacare subsidies, obamacare lawsuit, obamacare, supreme court]",0,1,0
"","[u.s. news, arts and entertainment, psychology, marriage, physics]",0,0,0
"","[education, children, school, preschool]",0,0,0
"","[emma roberts, fox, ryan murphy, video, scream queens, entertainment]",0,0,0
"",[crime],0,0,0
"","[latino politics, voter suppression, african americans, politics, voting rights act, independent voters]",0,1,0
"","[post50, healthy living, health tips, health and wellness, fifty, fitness and exercise, voices, longevity, aging]",0,0,0
"",[arts],0,0,0
"","[female artists, photography, regret, female photographers, arts]",0,0,0
"","[work life balance, success, self care, productivity, entrepreneur, goals, work from home, work habits]",0,0,0
"","[elections 2016, barack obama, michelle obama, democratic national convention]",0,0,0
"","[business, women podcasts, podcast, business podcasts, podcasts, media]",0,0,0
"","[facebook, teens, adolescent, child development, 7-12 education, social networking, k-6 education, teachers]",0,0,0
"","[college basketball, university of dayton]",0,0,0
"","[lisaraye, stacey dash, single ladies]",0,0,0
"",[germany],0,0,0
"","[arts, paris, women's sexuality, sex]",0,0,0
"","[vladimir putin, gun, press freedom, violence, journalist, czech republic, miloš zeman]",0,0,0
"","[trayvon martin, black voices, trayvon-martin-shooting, sybrina fulton, trayvon martin mother]",0,0,0
"","[christianity, religion and beliefs, student loans, huffpost-personal, organized religion, newspaper-industry]",0,0,0
"","[guns, rifle, viral video, trick shot]",0,0,0
"","[business, personal finance, money, unemployed, budget, expenses, unemployment, credit cards, retirement, budgeting, how to save money]",0,0,0
"","[post50, social security benefits, fifty, voices, social security]",0,0,0
"","[latino voices, entretenimiento]",0,0,0
"","[best dressed, best dressed list, best dressed 2015, best dressed list 2015, best dressed celebs, best dressed stars, best dressed celebrities]",0,0,0
"",[donald trump],0,0,0
"","[politics, anthony weiner, donald trump, 2016 election]",0,1,0
"","[gold coast, holidays, beaches, australia, travel]",0,0,0
"","[dartmouth college, college athletes, college athletics, division i, college]",0,0,0
"","[politics, trump, president, clinton, campaign, nasty woman]",0,1,0
"","[donald trump, arts and entertainment, international news, twitter]",0,0,0
"","[sustainability, recycling, csr, henkel, zero waste, terracycle, branding, green]",0,0,0
"",[wellness],0,0,0
"","[video games, study, driving, mario kart, new york university shanghai, psychological science, university of hong kong]",0,0,0
"","[bashar assad, syria bashar assad, assad amnesty syria]",0,0,0
"","[2016 election, election 2016]",0,0,0
"","[voices, health post50, great thinkers about aging, economist's longevity conference, business of longevity conference, what great thinkers about aging are thinking]",0,0,0
"","[donald trump, u.s. news, barack obama, republican politics, u.s. presidential elections, political science, white house, march madness, white house correspondents association]",0,0,0
"","[the group of \"\"forever chemicals\"\" linked to cancer and other diseases.\"]",0,0,0
"","[obamacare, gop, health care, affordable care act, jimmy kimmel, lindsey graham, late night, bill cassidy]",0,0,0
"",[assad],0,0,0
"","[donald trump, taiwan]",0,0,0
"","[brazil, brazil impeachment, michel temer]",0,0,0
"","[politics and government, nato, jim mattis, name change, republic of macedonia]",0,0,0
"","[iraq, iraq violence, iraq suicide attacks, isis, islamic state]",0,0,0
"","[climate change denial, extreme weather, clean energy, mountaintop removal, politics, energy, global warming, oil, nasa, coal, green news, video, united nations, appalachia, arctic, climate change, republicans, renewable energy, environment, barack obama, fossil fuels, noaa, green, carbon emissions]",0,1,0
"","[travel tips, foodie, travel blogs, foodies, theme parks, theme park, drinks, foodie travel, food, walt disney world, drink, walt disney, disney, disney world, travel, u.s. destinations, epcot, drinking]",0,0,0
"","[coronavirus, covid-19, new york, andrew cuomo, kathy hochul]",0,0,0
"",[shawshank redemption],0,0,0
"","[business, leadership, management]",0,0,0
"","[u.s. news, hate speech, united states, hate crimes, george w bush, new orleans, anthropology, robert e. lee, mitch landrieu, lost cause of the confederacy, lee circle]",0,0,0
"",[ted cruz 2016],0,0,0
"","[sex, sexless marriage, sex problems, love & sex, not having sex anymore, married sex, sleep + wellness]",0,0,0
"","[kim kardashian, kanye west, chad hurley, the kardashians]",0,0,0
"","[sicario, denis villeneuve, toronto film festival, tiff 2015, emily blunt, blade runner sequel, entertainment originals]",0,0,0
"","[olympics, agnes tirop]",0,0,0
"","[parenting, success, higher education, career advice, education]",0,0,0
"","[women, subtle sexism, feminism, body positivity]",0,0,0
"","[donald trump?\"\"\"]",0,0,0
"","[netflix, hbo, streaming services, pbs, showtime tv network, amc tv channel]",0,0,0
"","[selena gomez, jelena, justin bieber, sunday times style]",0,0,0
"","[healthy living, kids-and-veggies, obesity, childhood obesity, public health, parenting, snacks, marketing, junk food, advertising]",0,0,0
"","[donald trump, letitia james, new york state attorney general, contempt of court]",0,0,0
"","[donald trump, u.s. news, james b. comey]",0,0,0
"","[oprah winfrey, healthy living, dr. phil, health and wellness, depression treatment, motivation, depression, suicide, inspiration, emotional wellness, oprah's lifeclass, mental well-being, mental health, suicide prevention, inspirational]",0,0,0
"","[style, fashion, sarah jessica parker]",0,0,0
"","[autism awareness, special needs parenting, parenting, don't stop believin, autism awareness month, parents, autism speaks, autism-acceptance, kids with autism, children with autism, special needs children, sensory processing disorder, living with autism]",0,0,0
"","[healthy living, breast cancer, health, prevention, breast-cancer-prevention, wellness, breast, diet and nutrition]",0,0,0
"","[planned parenthood, so that happened, huffpost podcasts, sherrod brown, so that happened podcast, huffpost podcast, live action planned parenthood, abortion sting video, senator sherrod brown, live action abortion video]",0,0,0
"","[u.s. news, psychology, autism, early childhood education, child development, k-6 education, department of education, private schools, law, government and politics, learning disabilities, supreme court of the united states, special education, individuals with disabilities education act, new york city department of education, free appropriate public education]",0,0,0
"","[autos, chrysler-200, automoviles, latino voices, chrysler]",0,0,0
"","[hillary clinton, politics, hillary clinton 2016, 2016 election, donald trump, donald trump 2016, vulgarity]",0,1,0
"","[daraprim, toxoplasmosis, turing pharmaceuticals ag, can we not, martin shkreli]",0,0,0
"","[high school game-winner, high school basketball full-court, triumphant]",0,0,0
"","[taliban, reconstruction, al qaeda, syria war, isis, telecommunications, al qaeda syria, pakistan taliban, daesh, afghan taliban, kurdistan, kurds, iraqi kurdistan, isil, international telecommunication union, iraq kurds, humanitarian intervention, syria crisis, bombardier, obama isis, united nations security council, daech, war in iraq, iraqi army, syria-violence, united nations, islamic state of iraq and the levant, peshmerga, obama islamic state, afghanistan war, geneva conventions, obama iraq, mosul, syria conflict, iraq, cluster bombs, osama bin laden, iraq violence, syrian refugees, iraq war, syria, al-qaeda in iraq, turkey kurds, islamic state, jabhat al nusra, telecoms, syria civil war, jihad, gulf war, humanitarian aid]",0,0,0
"","[u.s. news, international news, law, kamala harris]",0,0,0
"","[kamala harris, jimmy kimmel, entertainment, douglas emhoff, jimmy kimmel live]",0,0,0
"","[sleep, college, snapchat]",0,0,0
"","[financial crisis, financial regulation, goldman sachs, foreclosure, steve mnuchin, treasury secretary, cayman islands, banker, swamp monster]",0,0,0
"","[lauren boebert, jamie raskin]",0,0,0
"","[benjamin netanyahu, moshe yaalon, israel]",0,0,0
"","[please educate yourself on the facts of ptsd.\"]",0,0,0
"","[business, alexis tsipras, grexit, greek bailout, greek debt crisis]",0,0,0
"","[cuba, cuba embargo, cuban embargo, hillary clinton, hillary clinton 2016, 2016 election, jeb bush, jeb bush 2016, hillary clinton cuba]",0,0,0
"","[father's day, astrology, parenting, shopping, parents, fatherhood, zodiac signs, gift ideas, father's day gifts]",0,0,0
"","[u.s. news, arts and entertainment, relationships, huffington post, down syndrome]",0,0,0
"","[cecil the lion, zimbabwe lion, what's working, cecil act, poaching, africa, robert menendez, richard blumenthal, ben cardin, cory booker]",0,0,0
"","[\"\" pamuk once told me]",0,0,0
"","[isis, vladimir putin, worldpost, worldpost asia pacific, worldpost europe, worldpost middle east, ukraine crisis, iraq, worldpost science and tech, syria, weekend roundup, worldpost future series, the worldpost]",0,0,0
"","[weddings, toasts, wedding vendors, wedding planners, wedding dj]",0,0,0
"","[shoppable, finds stack, finds single product, finds work life]",0,0,0
"","[moscow mule, moscow mule cocktail, cocktail recipes, moscow mule drink, mule drink, the moscow mule]",0,0,0
"","[business, law, career, lawyer, law degree]",0,0,0
"","[worldpost europe, glasgow, gofundme, fundraiser, hate crime, islam, christianity, religion, what's working, community kindness]",0,0,0
"","[boris johnson, great britain, the city, eu, brexit, nigel farage]",0,0,0
"","[shopping, skin care, clothing, hygiene]",0,0,0
"","[steven lawrence wright, escaped prisoner, los angeles sheriffs department]",0,0,0
"","[the real housewives of new york, ramona singer, sonja morgan]",0,0,0
"","[business, medical school, art, fine art]",0,0,0
"","[what's working, whatsworking, sustainability, sustainable agriculture, sustainable food]",0,0,0
"","[business, financial crisis, taxes, economic crisis]",0,0,0
"","[u.s. news, arts and entertainment, lgbtq sexuality, civil rights, gay rights, houston, ann coulter]",0,0,0
"","[local news, news bloopers, uranus, poop, joke]",0,0,0
"","[happiness, post 50, inspiration, how to be happy, happiness tips]",0,0,0
"","[public sector unions, politics, collective bargaining, randi weingarten, american federation of teachers, unions, supreme court, labor]",0,1,0
"","[republican party, congress, u.s. house of representatives, martha roby, susan brooks]",0,0,0
"","[howard stern, the league, steve rannazzisi, 9/11 survivors, 9/11 steve rannazzisi]",0,0,0
"","[fifty, prince dead, prince, music, david bowie, purple rain, midlife, aging, college, death of prince]",0,0,0
"","[millennials, teenagers, generation z, generations, home & living]",0,0,0
"","[u.s. news, international news, terrorism, wars and conflicts, manchester, leaks, greater manchester police]",0,0,0
"","[maria celeste arraras, chiquis rivera violacion papa, chiquis rivera libro parrdon, chiquis rivera maria celeste arraras, chiquis rivera, latino voices, voces-television, mujer, entretenimiento]",0,0,0
"","[latino voices, dreamers, barack obama]",0,0,0
"","[bad jokes, parents-dads, puns, dads, college humor, dad jokes, comedy, funny dads]",0,0,0
"","[business, money, economy, payments]",0,0,0
"","[we thought it was a battle.\"\"\"]",0,0,0
"","[washington-post-secret-service, washington post, secret service crash, the-backstory, media]",0,0,0
"","[business, education, golden rule, too big to fail, business school, business-ethics, banks, ethics, morality, big banks, goldman sachs, kant]",0,0,0
"","[couples, relationship tips, gps for the soul, communication, marriage]",0,0,0
"","[as he comes to build to talk about both shows.\"]",0,0,0
"","[parenting advice, mothers, parenting, fifty, morning sickness, voices, fatigue, parenting post50]",0,0,0
"","[frank sinatra, museum of modern art, yoko ono, neue galerie, pablo picasso, metropolitan museum of art, gustav klimt, henri matisse, travel]",0,0,0
"","[weird science, anosmia]",0,0,0
"","[houthis, iran nuclear negotiations, iran nuclear agreement, yemen-iran, worldpost americas, worldpost middle east, iran nuclear deal, yemen, iran nuclear talks, iran, iran nuclear program]",0,0,0
"",[gps for the soul],0,0,0
"","[donald trump, u.s. news, republican politics, u.s. presidential elections, health care reform, huffington post, u.s. government resources, u.s. congressional elections, economics, trump tower, political opinion polls, sociology]",0,0,0
"","[democracy, turkey coup, recep tayyip erdogan, coup d’etat, fethullah gulen]",0,0,0
"","[voices, game of thrones, baby names, game of thrones baby names, game of thrones names, game of thrones parenting, game of thrones parents]",0,0,0
"","[politics, the morning email]",0,1,0
"","[business, verizon, aol]",0,0,0
"","[green, green building, energy efficiency, cop21]",0,0,0
"",[soap],0,0,0
"","[healthy living, body image, body positivity, body positive]",0,0,0
"","[politics, narrative, fox news, laura ingraham, capitol riot]",0,1,0
"",[religion],0,0,0
"","[lgbtq youth, gay, lgbtq, children, gay marriage, mormonism, gay voices, lds church, religion, mormons, apostasy]",0,0,0
"","[ritual, queer nightlife, brooklyn nightlife, brooklyn, nyc nightlife, queer performance, lgbt performance, queer art]",0,0,0
"","[society and culture, crime and justice, new york city, police shooting, new york city police department, police precinct]",0,0,0
"","[u.s. news, sex crimes, u.s. house of representatives, blake farenthold]",0,0,0
"","[green, reclaim]",0,0,0
"","[business, small business]",0,0,0
"","[huffpost live, live video, science fiction, immortality, life after death, hplselfless]",0,0,0
"","[hillary clinton, 2016 election, electoral college]",0,0,0
"","[coronavirus, public health, wellness, disease, cleaning, disinfectant]",0,0,0
"","[full house, full house fan theory, full house attic, full house attic real, full house attic exists, lori loughlin interview, lori loughlin, entertainment originals]",0,0,0
"","[stock market crash, stock market, politics, congress, president barack obama, china, market volatility]",0,1,0
"","[donald trump, racism, congress, huffpost now news, hpvideoteamhuffpostnownews, democrats, minnesota, ilhan omar, the squad]",0,0,0
"","[fifty, goodreads, ebooks, book reviews, books]",0,0,0
"","[beyonce, mother's day, blue ivy carter, beyonce of moms]",0,0,0
"","[summer cocktails, recipes, cocktails, taste, avocado, summertime]",0,0,0
"","[holidays, gina, hairstyles, style, hair]",0,0,0
"","[\"\" the country's agriculture minister said.\"]",0,0,0
"","[general electric, ge sells appliance business, qingdao haier]",0,0,0
"","[democratic party, elizabeth warren, 2020 election, democratic primary, student loans]",0,0,0
"","[queen elizabeth ii, buckingham palace, andrew simes, good news, christmas, christmas cards, christmas card for queen elizabeth]",0,0,0
"","[twitter, facebook, media, google, mark zuckerberg, technology and electronics, data privacy, social and online media, data, data collection]",0,0,0
"","[healthy living, mindfulness]",0,0,0
"","[reality tv, lifestyle, art, women, celebrity, comedy, entertainment]",0,0,0
"",[business],0,0,0
"","[parents, community, dallas shooting, black lives matter, donald trump, jewish, hope]",0,0,0
"",[your rich],0,0,0
"","[stuart weitzman, stuart weitzman trunk show, womens shoes large, ladies large shoes, womens small shoes, womens narrow shoes, womens wide shoe, womens wide shoes]",0,0,0
"","[celebrities, cancer, harry potter, romance movies, family and children (movies), alan rickman, harry potter fandom, severus snape, harry potter and the prisoner of azkaban]",0,0,0
"","[\"\" the show’s star and creator said.\"]",0,0,0
"","[business, for profit colleges, university of phoenix, arbitration]",0,0,0
"","[donald trump, immigration, mexico, u.s. news, international news]",0,0,0
"","[bar, rafaeli, wedding, dress, chloe, israel, adi, ezra, gown]",0,0,0
"","[arts and entertainment, movies, media, rotten tomatoes, captain marvel]",0,0,0
"","[comedy, quality of life, entertainment]",0,0,0
"","[ohio, cincinnati, alysun ogilby, crossroads church]",0,0,0
"","[theological education, theology, nones, millennials, pastors, training, ministry, religion, churches]",0,0,0
"","[entertainment, jada pinkett smith, t.i., virginity, red table talk, tameka cottle]",0,0,0
"","[humanitarian, syria crisis, united nations, ban ki-moon, syria, humanitarian aid]",0,0,0
"","[anthony weiner, 2016 campaign, candidate confessional, 2016 election, elections 2016, donald trump, trump weiner, anthony weiner interview]",0,0,0
"","[technology, innovation, education, impact, business schools, millennials, social entrepreneurship, purpose + profit, higher education]",0,0,0
"","[hillary clinton, primaries, starbucks, coffee, politics, voting, comedy, email]",0,1,0
"","[ferguson, must reads]",0,0,0
"","[black voices, historically black colleges and universities, robert bentley]",0,0,0
"","[tree, dui, illinois, roselle police department]",0,0,0
"","[\"\"i had no idea.\"\"  and frequently that \"\"aha\"\" moment comes at a startlingly late stage of the illness' progression.\"]",0,0,0
"","[donald trump, huffington post, the morning email]",0,0,0
"","[puppies, engagements & proposals, proposal]",0,0,0
"","[weird news, video]",0,0,0
"","[taco bell, lawsuit, false advertising, weird news, legal]",0,0,0
"","[endeavor, women, promotion, career advice, careers, career-coaching, career-advancement]",0,0,0
"","[football, philadelphia eagles, social justice, bail reform, malcolm jenkins]",0,0,0
"","[parents, parenting, childhood cancer]",0,0,0
"","[afghanistan, rethink afghanistan, academic freedom, free speech]",0,0,0
"","[donald trump, 2020 election, entertainment, jimmy kimmel, vladimir putin]",0,0,0
"","[adolescent, toddlers, teens, child development, celebrity children, common sense media]",0,0,0
"","[you could not overemphasize the importance of sex-change surgery if you tried.\"]",0,0,0
"","[they're not going to vote for you.\"\"\"]",0,0,0
"","[racism, joe biden, politics, hate crimes, asian americans, anti-asian racism]",0,1,0
"","[bourbon, restaurants, food, style, taste, travel, horse racing]",0,0,0
"","[sleep, shoppable, weighted blankets]",0,0,0
"","[zombies, vampire, farewell to...]",0,0,0
"","[donald trump, election2016, voting, coworkers]",0,0,0
"","[ted cruz, presidential race, politics, gop, foreign policy, national security, rand paul, mike huckabee, jeb bush, donald trump, barack obama, pentagon]",0,1,0
"","[donald trump, trevor noah, the daily show, adolf hitler, trump racism]",0,0,0
"","[halloween, halloween 2015, trick or treat, trick or treating, parenting halloween, parenting during halloween, parents halloween, esther anderson, story of this life, voices, parenting videos, funny parenting videos]",0,0,0
"","[healthy living, ted talks, motivation, amanda palmer, self help, wisdom, book publishing, inspiration, kickstarter, music, crowdfunding, facebook, books, indiegogo, spiritual practice, arts]",0,0,0
"","[hpvideo, election 2016, dnc, hillary clinton bill clinton, geraldine emmett, delegate]",0,0,0
"","[as nixon did 52 years ago. but the problems aren't the same and neither is the electorate.\"]",0,0,0
"","[real estate, home buying and selling, milwaukee, asheville, north carolina]",0,0,0
"","[entertainment, oprah winfrey, joy behar, kid rock, kathie lee gifford]",0,0,0
"","[business, young entrepreneurs, corporate social responsibility, hackathon, social entrepreneurship, entrepreneurship]",0,0,0
"","[theory, stranger things, ben schwartz, jean-ralphio]",0,0,0
"","[uswnt, president obama, barack obama, u.s. women's soccer, abby wambach, politics, women, triumphant]",0,1,0
"","[family member and best friend to our son\"\".\"]",0,0,0
"","[movie awards, celebrity style, aging gracefully, meryl streep, women's clothing, karl lagerfeld]",0,0,0
"","[gwen stefani, gavin rossdale, celebrity splits]",0,0,0
"","[criminal justice, prison, black lives matter, criminal justice reform, crime, private prisons]",0,0,0
"","[latino politics, latino voices, mexican american studies ban, video, fox news, ethnic studies]",0,0,0
"","[business, advertising week, advertising, marketing]",0,0,0
"","[happy hour, happy hour bars, when does happy hour start]",0,0,0
"","[veganism, vegetarian, vegetarianism, environment, vegan, green]",0,0,0
"","[republican party, 2016 election, donald trump president, republicans, donald trump, donald trump 2016, media, comedy, news]",0,0,0
"","[immigration, trump administration, family separation, detained children]",0,0,0
"","[impact, nepal earthquake, human trafficking, humanitarian aid]",0,0,0
"","[and that's bigotry against the successful.\"\"\"]",0,0,0
"","[donald trump, coronavirus, white house, covid-19, politics, texas, the washington post, greg abbott, erin burnett]",0,1,0
"","[teen, parents-moms, raising girls, mothers and daughters]",0,0,0
"","[nsa, surveillance, politics, 9/11, video, patriot act reauthorization, patriot act, homeland security, richard burr]",0,1,0
"","[the oscars oscars 2016, diversity, academy awards, academy of motion arts and sciences, spike lee, jada pinkett smith, oscars boycott, african american, acting, actor, actress, director]",0,0,0
"","[donald trump, politics and government, elections, 2020 election, republican national convention, national elections]",0,0,0
"","[black lives matter, walter scott, michael slager]",0,0,0
"","[penguins, zoo animals, zoo, penguins of madagascar]",0,0,0
"","[game of thrones, got, arya, game of thrones trailer, game of thrones season 5, imax, video, maisie williams, entertainment]",0,0,0
"","[donald trump, u.s. presidential elections, syria, russia, iran, israel, vladimir putin, worldpost global order, libya, gaddafi]",0,0,0
"","[healthy living, managers, workplace, author, jonathan alpert, be fearless: change your life in 28 days, fear, criticism, psychotherapist]",0,0,0
"","[bernie sanders, hillary clinton, dnc, democratic primary, montana, elections 2016, montana primary]",0,0,0
"","[gay issues, relationships, love & sex, robert wilson, queer voices]",0,0,0
"","[business, personal finance, public schools, american dream, ethnic studies, financial literacy, public education, dyslexia]",0,0,0
"","[women, parents, nostalgia, childhood, 1970s, 70s, birthday parties, doll cakes, children of the '70s, back in the day]",0,0,0
"","[carbon dioxide, 400 ppm, co2, bill mckibben, climate change, james hansen, michael mann, 350.org, green]",0,0,0
"","[black voices, selma, black history month, black history, protest, dr-martin-luther-king, alabama, racial tension]",0,0,0
"","[gun control, politics and government, school shooting, parkland, florida, crime and justice, red flag law]",0,0,0
"","[partnersyndication, synd: gq]",0,0,0
"","[but the triumph over it.\"\"\"]",0,0,0
"","[europe islamophobia, angela merkel, islamophobia, germany-news, germany, europe news, pegida, europe]",0,0,0
"","[solidarity, harlem, religion, brussels, washington heights]",0,0,0
"","[police, metro, minneapolis, st.paul, race, rail, bus, racial inequality, law enforcement, bias]",0,0,0
"","[black voices, bookstores, #blacklivesmatter, white privilege, ferguson, black lives matter, st. louis, ferguson protests]",0,0,0
"","[gin, new york fashion week, inspirational quotes, celebrity, alcohol, inspiration, cocktails, tanqueray, style, cocktail parties, nyfw, parties, common sense, common, hip hop, mentorship, mentoring, fashion]",0,0,0
"",[ted cruz],0,0,0
"","[hamburger helper, beyonce, hamburger helper mixtape, april fools, april fools day, general mills, watch the stove]",0,0,0
"","[newtown, adam lanza, crime, sandy hook elementary school shooting, sandy hook, newtown shooting, sandy hook shooting]",0,0,0
"","[shoppable, fashion, style, shopping, commerce, style and beauty, fourth of july, quarantine summer, july 4th, 4th of july]",0,0,0
"","[remarriage, co-parenting, exhusband, divorce, children, mediation, step parenting, co-parenting advice, life after divorce, divorce advice]",0,0,0
"",[barack obama],0,0,0
"","[dakota access pipeline, standing rock, dapl]",0,0,0
"","[cutting board, best cutting board, how to choose a cutting board, wood cutting board, edge-grain cutting board]",0,0,0
"","[weird news, spirituality, philosophy, power of the mind]",0,0,0
"","[new york, child abuse, fundraiser, manhattan]",0,0,0
"","[post50, women's rights, parenting advice, parenting, women, fifty, parenting tips, women's empowerment]",0,0,0
"","[dogs, work/life, pets, work from home, home & living]",0,0,0
"","[nfl, football, alzheimer's disease, dementia, parkinson's disease, diseases and conditions, mark gastineau]",0,0,0
"","[depression, healthy living, psychology, news, mental health, news and politics, mass shootings, psychiatry]",0,0,0
"","[war in afghanistan, positive thinking, positivity, kabul, impact, afghanistan, progressives, change, afghanistan war, expat life]",0,0,0
"","[arts, art]",0,0,0
"","[cbs, alex kurtzman, the silence of the lambs film, rebecca breeds, clarice starling]",0,0,0
"","[business, bitcoin, technology]",0,0,0
"","[miley cyrus, woody allen, amazon, hannah montana, miley cyrus hair]",0,0,0
"","[playstation 4, technology, playstation, ps4, whatsworking, tech innovations, sony]",0,0,0
"","[black voices, syrian refugees, laquan mcdonald, paris attacks, white supremacists, black lives matter, jamar clark, montgomery bus boycott, isis]",0,0,0
"","[\"\" here's the explanation.\"]",0,0,0
"","[caring, jobs, politics, childcare, human capital, economics, policy, robotics, automation, robots, economy, paid family leave]",0,1,0
"","[endeavor, relationship problems, therapy, sexless marriage, couples therapy]",0,0,0
"","[joe biden, climate change, republican party, sunrise movement, varshini prakash]",0,0,0
"","[george clinton, hpl, parliament-funkadelic, p-funk, drugs, drug trip, celebrity drug use, drug use, angel dust]",0,0,0
"","[fight for 15 your kids, child care fight for 15, fight for 15, child care workers, $15 and a union, poverty, income inequality, low wages, seiu]",0,0,0
"","[u.s. news, arts and entertainment, hillary clinton, u.s. presidential elections, sex crimes, new york city, new york, elizabeth warren, harvey weinstein, virginia, bill o'reilly, bill cosby, american woman, virginia house of delegates, clinton, indiana, jacob k. javits convention center]",0,0,0
"","[donald trump, u.s. news, international news, u.s. presidential elections, terrorism, ivanka trump, political commentary, trump organization]",0,0,0
"","[missouri, law enforcement officer, st. louis post-dispatch]",0,0,0
"","[monitoring the future, e-cigarettes, cigarettes, heroin, nih, teen, alcohol, science, synthetic cannabinoids, nida, stimulants, marijuana, teens, prescription drugs]",0,0,0
"","[business, human resources]",0,0,0
"","[donald trump, politics and government, mexico, presidency of donald trump, immigration issues, nuevo laredo]",0,0,0
